NODES_1;U1_1;U2_1;U3_1;R1_2;R2_2;R3_2;U1_2;U2_2;U3_2;R1_2;R2_2;R3_2;U1_3;U2_3;U3_3;R1_3;R2_3;R3_3;U1_4;U2_4;U3_4;R1_4;R2_4;R3_4;U1_5;U2_5;U3_5;R1_5;R2_5;R3_5
1540;0,000204487;-0,00143957;8,52E-05;9,26E-05;2,29E-06;1,38E-05;0,000204487;-0,00143957;8,52E-05;9,26E-05;2,29E-06;1,38E-05;0,000133364;-0,000497692;0,000107901;1,72E-05;-1,99E-06;-2,55E-05;0,000311302;-0,002206297;-2,54E-05;7,09E-05;4,81E-06;-3,23E-05;0,000638606;-0,005152069;7,64E-05;3,25E-05;1,28E-05;-3,48E-05
1541;0,000206093;-0,001612996;8,30E-05;8,94E-05;2,08E-06;2,06E-05;0,000206093;-0,001612996;8,30E-05;8,94E-05;2,08E-06;2,06E-05;0,000129286;-0,000528511;0,000106885;1,62E-05;-3,18E-06;-2,69E-05;0,00031744;-0,002337967;-2,89E-05;6,65E-05;7,87E-06;-2,13E-05;0,000649887;-0,005207662;6,87E-05;2,06E-05;9,25E-06;-1,55E-05
1542;0,000195773;-0,001632381;7,80E-05;9,00E-05;-3,75E-06;-1,06E-05;0,000195773;-0,001632381;7,80E-05;9,00E-05;-3,75E-06;-1,06E-05;0,000119085;-0,000429516;9,64E-05;1,18E-05;-3,43E-06;-2,41E-05;0,000295164;-0,002204235;-2,18E-05;7,48E-05;1,39E-06;-4,83E-05;0,000608081;-0,005007219;7,30E-05;2,22E-05;-5,98E-06;-0,000102473
1543;0,000194725;-0,001703831;7,62E-05;8,73E-05;-1,13E-06;-1,10E-05;0,000194725;-0,001703831;7,62E-05;8,73E-05;-1,13E-06;-1,10E-05;0,000117683;-0,000438732;9,60E-05;1,14E-05;-3,33E-06;-2,51E-05;0,000296887;-0,002263533;-2,40E-05;7,16E-05;4,31E-06;-4,74E-05;0,000608655;-0,005023667;6,75E-05;1,27E-05;3,54E-06;-0,000102735
1544;0,000182538;-0,001667219;7,33E-05;9,00E-05;-5,89E-07;-7,79E-06;0,000182538;-0,001667219;7,33E-05;9,00E-05;-5,89E-07;-7,79E-06;0,000107619;-0,000352836;8,53E-05;7,60E-06;-2,81E-06;-1,98E-05;0,000273672;-0,002104994;-1,31E-05;8,02E-05;4,83E-06;-3,54E-05;0,000563044;-0,00472493;7,56E-05;2,82E-05;4,99E-06;-7,42E-05
1545;0,000181568;-0,001738273;7,09E-05;8,58E-05;-5,15E-07;-7,33E-06;0,000181568;-0,001738273;7,09E-05;8,58E-05;-5,15E-07;-7,33E-06;0,000106002;-0,000358668;8,49E-05;7,18E-06;-2,93E-06;-2,03E-05;0,000275304;-0,002168191;-1,59E-05;7,56E-05;4,46E-06;-3,37E-05;0,000563497;-0,004743108;6,84E-05;1,45E-05;4,37E-06;-7,15E-05
1546;0,000169103;-0,001708468;6,54E-05;8,48E-05;-2,03E-06;-8,42E-06;0,000169103;-0,001708468;6,54E-05;8,48E-05;-2,03E-06;-8,42E-06;9,62E-05;-0,00028364;7,39E-05;4,20E-06;-2,83E-06;-1,89E-05;0,00025254;-0,002041589;-7,29E-06;7,92E-05;2,71E-06;-3,27E-05;0,000518119;-0,00451102;7,29E-05;1,45E-05;-7,38E-07;-6,65E-05
1547;0,000168447;-0,001775216;6,29E-05;8,05E-05;-1,67E-06;-9,17E-06;0,000168447;-0,001775216;6,29E-05;8,05E-05;-1,67E-06;-9,17E-06;9,46E-05;-0,000286788;7,35E-05;3,82E-06;-2,87E-06;-1,94E-05;0,000254571;-0,002103727;-1,03E-05;7,44E-05;2,93E-06;-3,25E-05;0,000519406;-0,004518488;6,54E-05;6,95E-07;-3,70E-07;-6,83E-05
1548;0,00015688;-0,001694277;5,82E-05;7,87E-05;-5,46E-07;-3,29E-05;0,00015688;-0,001694277;5,82E-05;7,87E-05;-5,46E-07;-3,29E-05;8,52E-05;-0,000222218;6,26E-05;1,52E-06;-2,40E-06;-1,42E-05;0,000233489;-0,001944416;-1,31E-06;7,66E-05;4,04E-06;-5,04E-05;0,000477412;-0,004199835;7,07E-05;7,09E-06;9,20E-06;-0,000120038
1549;0,000156589;-0,001755958;5,53E-05;7,38E-05;-1,09E-06;-3,32E-05;0,000156589;-0,001755958;5,53E-05;7,38E-05;-1,09E-06;-3,32E-05;8,37E-05;-0,0002233;6,23E-05;1,19E-06;-2,58E-06;-1,45E-05;0,000235842;-0,00200431;-4,48E-06;7,13E-05;3,26E-06;-4,99E-05;0,00047929;-0,004200938;6,32E-05;-7,38E-06;7,16E-06;-0,000116122
1550;0,000144277;-0,001644436;5,13E-05;7,10E-05;-1,11E-06;-2,45E-05;0,000144277;-0,001644436;5,13E-05;7,10E-05;-1,11E-06;-2,45E-05;7,50E-05;-0,000186074;5,18E-05;-5,20E-08;-2,10E-06;-4,93E-06;0,000214889;-0,001849893;5,51E-06;7,07E-05;2,33E-06;-3,02E-05;0,0004372;-0,003884474;6,99E-05;2,28E-06;4,09E-06;-7,03E-05
1551;0,000144066;-0,001699474;4,79E-05;6,46E-05;-1,16E-06;-2,50E-05;0,000144066;-0,001699474;4,79E-05;6,46E-05;-1,16E-06;-2,50E-05;7,34E-05;-0,000185895;5,15E-05;-3,82E-07;-2,25E-06;-5,05E-06;0,000217087;-0,001904609;1,78E-06;6,40E-05;2,09E-06;-3,06E-05;0,000438825;-0,00388046;6,18E-05;-1,43E-05;3,39E-06;-6,93E-05
1552;0,000131998;-0,001635797;4,24E-05;6,45E-05;2,93E-07;-8,54E-06;0,000131998;-0,001635797;4,24E-05;6,45E-05;2,93E-07;-8,54E-06;6,58E-05;-0,000175237;4,15E-05;-5,56E-07;-1,83E-06;-5,25E-07;0,000197318;-0,00182918;9,82E-06;6,45E-05;3,14E-06;-9,17E-06;0,00039911;-0,003732694;6,82E-05;-9,87E-06;2,44E-06;-1,91E-05
1553;0,000131749;-0,001685569;3,86E-05;5,82E-05;6,78E-07;-8,00E-06;0,000131749;-0,001685569;3,86E-05;5,82E-05;6,78E-07;-8,00E-06;6,42E-05;-0,000174654;4,11E-05;-9,12E-07;-2,12E-06;-5,03E-07;0,00019914;-0,001878781;5,66E-06;5,77E-05;3,24E-06;-8,59E-06;0,000399918;-0,003720598;6,00E-05;-2,51E-05;2,44E-06;-1,82E-05
1554;0,000123036;-0,001558984;3,50E-05;5,49E-05;-2,84E-06;-5,86E-05;0,000123036;-0,001558984;3,50E-05;5,49E-05;-2,84E-06;-5,86E-05;5,78E-05;-0,000162821;3,21E-05;-8,26E-07;-1,75E-06;-5,78E-06;0,000183622;-0,001739056;1,42E-05;5,46E-05;-5,31E-07;-6,50E-05;0,000368564;-0,003449485;6,52E-05;-2,12E-05;1,45E-06;-0,000143994
1555;0,000122921;-0,001600876;3,05E-05;4,75E-05;-3,43E-06;-6,07E-05;0,000122921;-0,001600876;3,05E-05;4,75E-05;-3,43E-06;-6,07E-05;5,64E-05;-0,00016203;3,17E-05;-1,20E-06;-1,81E-06;-5,72E-06;0,000185235;-0,001780498;9,35E-06;4,66E-05;-1,16E-06;-6,70E-05;0,000368758;-0,003429047;5,63E-05;-3,76E-05;-1,19E-07;-0,000143748
1556;0,000114493;-0,001295604;2,97E-05;3,71E-05;-2,62E-06;-9,80E-05;0,000114493;-0,001295604;2,97E-05;3,71E-05;-2,62E-06;-9,80E-05;5,14E-05;-0,000123742;2,42E-05;-5,29E-07;-1,49E-06;-1,43E-05;0,000170786;-0,001433639;1,92E-05;3,67E-05;-8,26E-07;-0,000113384;0,000339669;-0,00276792;6,21E-05;-3,19E-05;3,31E-06;-0,000246926
1557;0,000114654;-0,001322006;2,53E-05;2,94E-05;-1,96E-06;-9,98E-05;0,000114654;-0,001322006;2,53E-05;2,94E-05;-1,96E-06;-9,98E-05;5,01E-05;-0,000123297;2,41E-05;-6,01E-07;-1,57E-06;-1,41E-05;0,000172218;-0,001459633;1,46E-05;2,88E-05;-2,02E-07;-0,000115072;0,000339464;-0,002738988;5,41E-05;-4,73E-05;4,14E-06;-0,0002442
1558;0,000106953;-0,000892504;2,87E-05;2,27E-05;-1,42E-06;-0,000124143;0,000106953;-0,000892504;2,87E-05;2,27E-05;-1,42E-06;-0,000124143;4,64E-05;-4,92E-05;1,87E-05;4,24E-07;-1,55E-06;-2,44E-05;0,000159046;-0,000951283;2,73E-05;2,30E-05;-3,95E-07;-0,000149915;0,00031332;-0,001778749;6,56E-05;-2,92E-05;3,94E-06;-0,000324331
1559;0,000106594;-0,00090752;2,57E-05;1,70E-05;-8,19E-07;-0,000124745;0,000106594;-0,00090752;2,57E-05;1,70E-05;-8,19E-07;-0,000124745;4,48E-05;-4,97E-05;1,87E-05;5,48E-07;-1,45E-06;-2,41E-05;0,000159013;-0,000966575;2,43E-05;1,73E-05;3,24E-07;-0,000150168;0,000310297;-0,001752937;6,08E-05;-3,94E-05;5,85E-06;-0,000318495
1560;9,95E-05;-0,000430352;2,92E-05;2,91E-06;-1,07E-05;-0,000124072;9,95E-05;-0,000430352;2,92E-05;2,91E-06;-1,07E-05;-0,000124072;4,13E-05;8,56E-06;1,43E-05;-1,53E-07;-4,41E-06;-6,13E-06;0,000146355;-0,000424782;3,46E-05;2,82E-06;-1,33E-05;-0,000132189;0,000285447;-0,000761533;6,88E-05;-3,35E-05;-2,06E-05;-0,000267845
1561;9,58E-05;-0,000429469;2,73E-05;-1,38E-06;-1,01E-05;-0,000128721;9,58E-05;-0,000429469;2,73E-05;-1,38E-06;-1,01E-05;-0,000128721;3,84E-05;8,82E-06;1,46E-05;-1,07E-07;-5,09E-06;-7,05E-06;0,000140822;-0,000423688;3,30E-05;-1,43E-06;-1,36E-05;-0,000137535;0,000272003;-0,000732425;6,68E-05;-4,08E-05;-2,23E-05;-0,000270963
1562;0,000466231;-0,001317536;0,000492963;1,94E-05;-1,60E-06;5,34E-06;0,000466231;-0,001317536;0,000492963;1,94E-05;-1,60E-06;5,34E-06;3,70E-05;-0,000440256;0,000404934;1,56E-05;-9,94E-06;-2,20E-05;0,000437378;-0,001974261;-0,000123875;-3,09E-06;1,34E-05;-3,51E-05;0,001195217;-0,004629805;-0,000436527;-1,61E-05;6,91E-06;-5,25E-05
1563;0,000427248;-0,001239024;0,000514014;1,94E-05;8,21E-07;1,68E-05;0,000427248;-0,001239024;0,000514014;1,94E-05;8,21E-07;1,68E-05;4,06E-05;-0,000578059;0,000477995;1,65E-05;-9,80E-06;-2,77E-05;0,000404286;-0,002149677;-0,000209951;-5,52E-06;1,47E-05;-3,46E-05;0,001091496;-0,004794424;-0,000479675;-2,00E-05;4,13E-06;-3,61E-05
1564;0,000284411;-0,000605728;8,93E-05;2,04E-05;-3,93E-07;2,67E-05;0,000284411;-0,000605728;8,93E-05;2,04E-05;-3,93E-07;2,67E-05;0,000199812;-0,00132675;0,000170493;9,78E-05;-2,41E-07;-1,41E-05;0,000486859;-0,002929511;-4,91E-05;-3,56E-05;-8,81E-07;-1,56E-06;0,000983382;-0,005215452;4,71E-05;4,00E-05;-1,00E-06;3,40E-05
1565;4,96E-05;-0,000100179;1,89E-05;-2,35E-05;-6,26E-06;-8,65E-05;4,96E-05;-0,000100179;1,89E-05;-2,35E-05;-6,26E-06;-8,65E-05;1,47E-05;1,79E-05;8,93E-06;-4,85E-06;-4,67E-06;8,09E-06;6,87E-05;-8,23E-05;2,40E-05;-2,77E-05;-1,03E-05;-7,92E-05;0,00012516;-0,000108421;4,55E-05;-7,22E-05;-2,95E-05;-0,000129799
1566;-7,35E-32;-2,83E-31;7,92E-33;-3,07E-05;-1,82E-05;-3,39E-05;-7,35E-32;-2,83E-31;7,92E-33;-3,07E-05;-1,82E-05;-3,39E-05;-5,61E-32;-9,06E-32;6,04E-33;-7,41E-06;-7,64E-06;2,42E-05;1,11E-32;-3,30E-31;-1,20E-33;-3,62E-05;-2,10E-05;-8,57E-06;6,93E-32;-5,68E-31;-7,47E-33;-8,24E-05;-4,21E-05;1,50E-05
1567;0,000757662;-0,001948063;0,000414112;1,27E-05;-7,61E-06;-1,16E-05;0,000757662;-0,001948063;0,000414112;1,27E-05;-7,61E-06;-1,16E-05;-4,69E-05;-0,000267077;0,000256054;8,60E-06;-1,01E-05;-1,43E-05;0,000798692;-0,002194321;3,38E-05;-7,18E-06;5,62E-06;-1,88E-05;0,001235327;-0,003623288;-0,000252676;-3,46E-05;2,63E-06;-4,38E-05
1568;8,82E-05;-6,78E-05;1,30E-05;-1,91E-05;-1,31E-05;-6,53E-05;8,82E-05;-6,78E-05;1,30E-05;-1,91E-05;-1,31E-05;-6,53E-05;3,58E-05;-1,26E-05;4,42E-06;-4,07E-06;-6,47E-06;1,48E-05;0,000129527;-7,62E-05;1,57E-05;-2,24E-05;-1,99E-05;-5,40E-05;0,000251018;-0,000150855;2,89E-05;-5,33E-05;-3,86E-05;-9,79E-05
1569;9,29E-05;-5,02E-05;8,04E-06;-2,37E-05;-1,75E-05;-7,99E-05;9,29E-05;-5,02E-05;8,04E-06;-2,37E-05;-1,75E-05;-7,99E-05;3,45E-05;-9,36E-06;2,98E-06;-5,06E-06;-8,61E-06;1,08E-05;0,000133936;-5,61E-05;9,59E-06;-2,79E-05;-2,68E-05;-7,40E-05;0,000254791;-0,00011062;1,78E-05;-6,45E-05;-5,35E-05;-0,000133554
1570;9,23E-05;-8,12E-05;1,81E-05;-1,42E-05;-8,67E-06;-6,15E-05;9,23E-05;-8,12E-05;1,81E-05;-1,42E-05;-8,67E-06;-6,15E-05;3,91E-05;-1,53E-05;5,83E-06;-3,14E-06;-4,47E-06;1,57E-05;0,000136223;-9,18E-05;2,21E-05;-1,67E-05;-1,27E-05;-4,88E-05;0,000266482;-0,00018393;4,05E-05;-4,17E-05;-2,33E-05;-9,23E-05
1571;9,56E-05;-9,09E-05;2,33E-05;-9,17E-06;-5,68E-06;-5,96E-05;9,56E-05;-9,09E-05;2,33E-05;-9,17E-06;-5,68E-06;-5,96E-05;4,18E-05;-1,73E-05;7,21E-06;-2,27E-06;-3,01E-06;1,59E-05;0,000141229;-0,00010302;2,84E-05;-1,09E-05;-7,59E-06;-4,64E-05;0,000278583;-0,000209387;5,23E-05;-2,98E-05;-1,25E-05;-9,26E-05
1572;9,60E-05;-9,58E-05;2,83E-05;-4,30E-06;-4,04E-06;-5,68E-05;9,60E-05;-9,58E-05;2,83E-05;-4,30E-06;-4,04E-06;-5,68E-05;4,32E-05;-1,88E-05;8,60E-06;-1,40E-06;-1,98E-06;1,63E-05;0,000141781;-0,000108967;3,47E-05;-5,28E-06;-4,51E-06;-4,30E-05;0,000281756;-0,000225837;6,42E-05;-1,77E-05;-5,82E-06;-9,00E-05
1573;9,66E-05;-9,71E-05;3,30E-05;1,52E-07;-3,16E-06;-5,49E-05;9,66E-05;-9,71E-05;3,30E-05;1,52E-07;-3,16E-06;-5,49E-05;4,43E-05;-1,95E-05;1,00E-05;-5,29E-07;-1,16E-06;1,64E-05;0,000142137;-0,000110728;4,06E-05;-1,01E-07;-2,63E-06;-4,10E-05;0,000284426;-0,000233996;7,61E-05;-5,55E-06;-1,47E-06;-9,04E-05
1574;9,71E-05;-9,51E-05;3,74E-05;4,28E-06;-2,57E-06;-5,33E-05;9,71E-05;-9,51E-05;3,74E-05;4,28E-06;-2,57E-06;-5,33E-05;4,53E-05;-1,96E-05;1,14E-05;3,59E-07;-3,56E-07;1,61E-05;0,000142203;-0,000108591;4,62E-05;4,72E-06;-1,27E-06;-3,96E-05;0,000286766;-0,000233808;8,82E-05;6,72E-06;1,91E-06;-9,28E-05
1575;9,51E-05;-9,00E-05;4,16E-05;8,16E-06;-1,69E-06;-5,00E-05;9,51E-05;-9,00E-05;4,16E-05;8,16E-06;-1,69E-06;-5,00E-05;4,50E-05;-1,90E-05;1,29E-05;1,28E-06;6,38E-07;1,63E-05;0,000138574;-0,000102849;5,16E-05;9,26E-06;3,38E-07;-3,60E-05;0,000281406;-0,000224381;0,000100222;1,90E-05;5,99E-06;-9,00E-05
1576;9,33E-05;-8,19E-05;4,57E-05;1,18E-05;1,52E-08;-4,76E-05;9,33E-05;-8,19E-05;4,57E-05;1,18E-05;1,52E-08;-4,76E-05;4,45E-05;-1,76E-05;1,43E-05;2,24E-06;2,04E-06;1,59E-05;0,000135014;-9,37E-05;5,68E-05;1,36E-05;2,92E-06;-3,38E-05;0,000276725;-0,000206563;0,000112083;3,10E-05;1,23E-05;-9,12E-05
1577;8,84E-05;-7,12E-05;4,96E-05;1,53E-05;3,03E-06;-4,41E-05;8,84E-05;-7,12E-05;4,96E-05;1,53E-05;3,03E-06;-4,41E-05;4,24E-05;-1,56E-05;1,58E-05;3,22E-06;4,07E-06;1,57E-05;0,000127168;-8,14E-05;6,17E-05;1,76E-05;7,16E-06;-3,01E-05;0,000262878;-0,000179948;0,000123482;4,22E-05;2,25E-05;-8,89E-05
1578;8,16E-05;-5,80E-05;5,34E-05;1,86E-05;7,51E-06;-4,17E-05;8,16E-05;-5,80E-05;5,34E-05;1,86E-05;7,51E-06;-4,17E-05;3,92E-05;-1,28E-05;1,73E-05;4,27E-06;6,81E-06;1,47E-05;0,0001166;-6,62E-05;6,66E-05;2,16E-05;1,34E-05;-2,78E-05;0,000243496;-0,000146404;0,000134377;5,27E-05;3,72E-05;-8,99E-05
1579;8,31E-05;-4,26E-05;5,72E-05;2,19E-05;1,21E-05;-4,97E-05;8,31E-05;-4,26E-05;5,72E-05;2,19E-05;1,21E-05;-4,97E-05;3,94E-05;-9,47E-06;1,88E-05;5,39E-06;9,54E-06;8,91E-06;0,000117304;-4,85E-05;7,15E-05;2,56E-05;1,98E-05;-3,98E-05;0,000250351;-0,000107148;0,000144884;6,28E-05;5,23E-05;-0,000127356
1580;7,99E-05;-0,00020525;4,44E-05;3,67E-05;5,08E-07;-7,55E-05;7,99E-05;-0,00020525;4,44E-05;3,67E-05;5,08E-07;-7,55E-05;3,87E-05;1,20E-05;1,37E-05;1,90E-06;-4,52E-07;-9,58E-06;0,000110682;-0,000197305;4,84E-05;3,79E-05;1,57E-06;-8,58E-05;0,000246864;-0,000592621;0,000103808;6,05E-05;-6,44E-06;-0,000258412
1581;0,000117999;-0,000827618;5,17E-05;7,46E-05;-2,10E-07;-6,96E-05;0,000117999;-0,000827618;5,17E-05;7,46E-05;-2,10E-07;-6,96E-05;6,09E-05;-0,000124291;2,63E-05;6,92E-07;-1,77E-06;-1,37E-05;0,000158726;-0,000964734;4,27E-05;7,49E-05;2,15E-06;-8,35E-05;0,000348436;-0,002524611;0,00011874;7,46E-05;-3,05E-06;-0,000240738
1582;0,000106118;-0,000530152;4,62E-05;5,45E-05;-2,59E-06;-8,25E-05;0,000106118;-0,000530152;4,62E-05;5,45E-05;-2,59E-06;-8,25E-05;5,53E-05;-5,18E-05;1,90E-05;4,07E-07;-3,75E-06;-1,89E-05;0,000147267;-0,000591118;4,48E-05;5,45E-05;-3,58E-06;-0,000102155;0,000322247;-0,001599763;0,00010867;5,94E-05;-1,44E-05;-0,000289346
1583;0,000103451;-0,000631511;4,40E-05;5,16E-05;-1,01E-05;-9,84E-05;0,000103451;-0,000631511;4,40E-05;5,16E-05;-1,01E-05;-9,84E-05;5,16E-05;-5,16E-05;1,81E-05;-4,55E-07;-3,09E-06;-2,36E-05;0,000145292;-0,000692037;4,21E-05;5,12E-05;-1,10E-05;-0,000123208;0,000309474;-0,001698009;0,000102241;4,96E-05;-1,76E-05;-0,000320818
1584;8,44E-05;-0,000273192;4,13E-05;3,26E-05;-1,01E-06;-8,67E-05;8,44E-05;-0,000273192;4,13E-05;3,26E-05;-1,01E-06;-8,67E-05;4,10E-05;9,44E-06;1,24E-05;2,83E-07;3,62E-06;-8,02E-06;0,000119283;-0,000267017;4,44E-05;3,27E-05;3,18E-06;-9,66E-05;0,000253665;-0,000691282;9,44E-05;4,62E-05;1,26E-05;-0,000272687
1585;9,01E-05;-0,000299608;4,08E-05;3,12E-05;1,85E-06;-9,05E-05;9,01E-05;-0,000299608;4,08E-05;3,12E-05;1,85E-06;-9,05E-05;4,35E-05;9,08E-06;1,25E-05;1,75E-07;4,00E-06;-7,09E-06;0,000128184;-0,000293667;4,40E-05;3,12E-05;6,88E-06;-9,95E-05;0,000269152;-0,000725468;9,26E-05;4,08E-05;2,38E-05;-0,000271719
1586;0,000123069;-0,001165259;5,66E-05;8,74E-05;5,90E-06;-2,02E-05;0,000123069;-0,001165259;5,66E-05;8,74E-05;5,90E-06;-2,02E-05;7,16E-05;-0,000171151;4,41E-05;1,93E-06;-7,99E-07;-3,78E-06;0,00016519;-0,001351382;2,64E-05;8,96E-05;1,09E-05;-2,47E-05;0,000348122;-0,003531481;0,000108098;6,18E-05;2,57E-05;-6,71E-05
1587;0,000129622;-0,001328451;5,46E-05;8,46E-05;6,30E-06;-9,09E-06;0,000129622;-0,001328451;5,46E-05;8,46E-05;6,30E-06;-9,09E-06;7,04E-05;-0,000173891;4,34E-05;1,22E-06;3,62E-07;-1,04E-06;0,000180292;-0,001518065;2,39E-05;8,63E-05;1,21E-05;-1,02E-05;0,000377395;-0,003634879;0,000102317;5,24E-05;3,01E-05;-2,29E-05
1588;0,000122049;-0,001214146;5,23E-05;8,26E-05;-2,38E-06;-4,99E-05;0,000122049;-0,001214146;5,23E-05;8,26E-05;-2,38E-06;-4,99E-05;6,41E-05;-0,000161291;3,44E-05;1,49E-06;-5,18E-07;-5,04E-06;0,000169306;-0,001389806;3,37E-05;8,47E-05;1,34E-06;-5,54E-05;0,000357507;-0,003332074;0,00011237;6,36E-05;5,09E-06;-0,000154325
1589;0,000122382;-0,001279694;5,05E-05;8,00E-05;-1,80E-06;-5,17E-05;0,000122382;-0,001279694;5,05E-05;8,00E-05;-1,80E-06;-5,17E-05;6,33E-05;-0,000162322;3,40E-05;1,12E-06;-1,34E-06;-5,08E-06;0,000172208;-0,00145686;3,17E-05;8,17E-05;1,09E-06;-5,72E-05;0,000360413;-0,003377261;0,000107014;5,44E-05;6,01E-06;-0,000153305
1590;0,000113653;-0,001025441;4,82E-05;6,91E-05;-5,18E-06;-8,09E-05;0,000113653;-0,001025441;4,82E-05;6,91E-05;-5,18E-06;-8,09E-05;5,75E-05;-0,000124995;2,56E-05;1,60E-07;-1,24E-06;-1,44E-05;0,000160314;-0,001163167;3,91E-05;6,95E-05;-3,10E-06;-9,60E-05;0,000336752;-0,00269879;0,000108475;5,65E-05;-2,32E-06;-0,000248753
1591;0,000113498;-0,001080079;4,61E-05;6,57E-05;-4,53E-06;-8,41E-05;0,000113498;-0,001080079;4,61E-05;6,57E-05;-4,53E-06;-8,41E-05;5,66E-05;-0,000125036;2,53E-05;-1,16E-08;-1,18E-06;-1,44E-05;0,000161875;-0,001218097;3,68E-05;6,60E-05;-2,42E-06;-9,92E-05;0,000336662;-0,002737951;0,000102135;4,48E-05;-5,42E-07;-0,000249427
1592;0,000103543;-0,000711867;4,14E-05;4,73E-05;-5,28E-06;-0,000108052;0,000103543;-0,000711867;4,14E-05;4,73E-05;-5,28E-06;-0,000108052;5,08E-05;-5,04E-05;1,77E-05;-7,81E-07;-5,63E-07;-2,45E-05;0,000148212;-0,000771452;3,93E-05;4,68E-05;-3,43E-06;-0,000133839;0,000308076;-0,001763342;9,40E-05;3,40E-05;-1,22E-06;-0,000327994
1593;0,000104889;-0,000749275;4,00E-05;4,47E-05;-4,31E-06;-0,000112413;0,000104889;-0,000749275;4,00E-05;4,47E-05;-4,31E-06;-0,000112413;5,07E-05;-4,98E-05;1,78E-05;-6,95E-07;-4,80E-07;-2,47E-05;0,000151386;-0,000808375;3,80E-05;4,42E-05;-2,35E-06;-0,000138398;0,000311636;-0,001786179;8,95E-05;2,44E-05;9,17E-07;-0,000331082
1594;9,82E-05;-0,000348369;3,97E-05;2,73E-05;-7,40E-07;-9,60E-05;9,82E-05;-0,000348369;3,97E-05;2,73E-05;-7,40E-07;-9,60E-05;4,66E-05;8,47E-06;1,30E-05;2,19E-07;1,96E-06;-5,35E-06;0,000141602;-0,000342874;4,35E-05;2,75E-05;2,83E-06;-0,000103351;0,000291206;-0,000780011;8,86E-05;2,64E-05;1,60E-05;-0,000262775
1595;0,000100384;-0,00036997;3,86E-05;2,46E-05;-2,84E-06;-9,92E-05;0,000100384;-0,00036997;3,86E-05;2,46E-05;-2,84E-06;-9,92E-05;4,70E-05;8,22E-06;1,32E-05;1,80E-07;8,09E-07;-4,71E-06;0,000145658;-0,000364668;4,27E-05;2,47E-05;-2,42E-07;-0,000106018;0,000296882;-0,000796778;8,55E-05;1,68E-05;9,71E-06;-0,000259339
1596;0,000187202;-0,001409583;7,79E-05;9,72E-05;-1,28E-06;-9,72E-06;0,000187202;-0,001409583;7,79E-05;9,72E-05;-1,28E-06;-9,72E-06;0,000110697;-0,000330807;8,67E-05;9,05E-06;-2,00E-06;-1,67E-05;0,000265101;-0,001871165;-7,01E-06;8,89E-05;2,39E-06;-3,87E-05;0,000558446;-0,004602249;9,09E-05;5,44E-05;1,75E-06;-8,00E-05
1597;0,000178779;-0,002023965;5,21E-05;5,22E-05;-2,95E-07;-6,15E-06;0,000178779;-0,002023965;5,21E-05;5,22E-05;-2,95E-07;-6,15E-06;9,73E-05;-0,000382806;8,28E-05;5,08E-06;-3,28E-06;-2,34E-05;0,000284456;-0,002408875;-3,71E-05;3,95E-05;4,04E-06;-2,73E-05;0,000568358;-0,004655534;2,58E-05;-6,82E-05;3,08E-06;-6,41E-05
1598;0,000154113;-0,001984167;3,61E-05;3,97E-05;-3,94E-06;-4,04E-05;0,000154113;-0,001984167;3,61E-05;3,97E-05;-3,94E-06;-4,04E-05;7,39E-05;-0,000224714;6,09E-05;-4,21E-07;-3,58E-06;-1,66E-05;0,000244457;-0,002218669;-2,54E-05;3,51E-05;-4,96E-07;-5,37E-05;0,000481793;-0,004041899;2,61E-05;-7,95E-05;-2,27E-06;-0,000112874
1599;0,000194315;-0,002220195;3,91E-05;2,54E-05;4,90E-06;-1,24E-06;0,000194315;-0,002220195;3,91E-05;2,54E-05;4,90E-06;-1,24E-06;9,52E-05;-0,000521519;9,07E-05;5,55E-06;-1,96E-06;-3,52E-05;0,000323324;-0,002594443;-6,67E-05;3,36E-06;7,64E-06;-1,93E-05;0,000627623;-0,004410024;-1,24E-05;-0,000129954;1,14E-05;-6,20E-05
1600;0,00017829;-0,002115036;3,97E-05;2,99E-05;-4,10E-07;-6,39E-06;0,00017829;-0,002115036;3,97E-05;2,99E-05;-4,10E-07;-6,39E-06;9,11E-05;-0,000393348;8,15E-05;3,84E-06;-4,02E-06;-2,53E-05;0,000290329;-0,002468023;-5,09E-05;1,57E-05;3,79E-06;-2,43E-05;0,000571526;-0,004456838;3,31E-06;-0,00011112;2,09E-06;-6,17E-05
1601;0,000178289;-0,00209129;4,33E-05;3,64E-05;-3,93E-07;-6,13E-06;0,000178289;-0,00209129;4,33E-05;3,64E-05;-3,93E-07;-6,13E-06;9,32E-05;-0,000390157;8,19E-05;4,25E-06;-3,66E-06;-2,45E-05;0,000288214;-0,002455331;-4,68E-05;2,26E-05;3,86E-06;-2,51E-05;0,000570232;-0,004533715;9,89E-06;-9,88E-05;2,50E-06;-6,21E-05
1602;0,000178545;-0,002061415;4,75E-05;4,39E-05;-3,38E-07;-6,14E-06;0,000178545;-0,002061415;4,75E-05;4,39E-05;-3,38E-07;-6,14E-06;9,53E-05;-0,000386644;8,23E-05;4,66E-06;-3,42E-06;-2,40E-05;0,000286375;-0,002436101;-4,22E-05;3,07E-05;3,96E-06;-2,62E-05;0,000569401;-0,004600636;1,75E-05;-8,43E-05;2,84E-06;-6,31E-05
